question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,start_date,end_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,created_at,notes,url,stage,party,answer,candidate_name,pct
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,O'Rourke,Beto O'Rourke,2.4
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,Klobuchar,Amy Klobuchar,0.8
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,Castro,Julián Castro,0.6
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,Williamson,Marianne Williamson,0.3
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,Delaney,John K. Delaney,0.3
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,Sestak,Joe Sestak,0.3
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,Gillibrand,Kirsten E. Gillibrand,0.2
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,Messam,Wayne Messam,0.2
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,de Blasio,Bill de Blasio,0.1
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,Ryan,Tim Ryan,0.1
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,Bullock,Steve Bullock,0.0
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,Steyer,Tom Steyer,0.0
101814,59443,2020,,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,627,lv,lv-d,IVR/Online,U.S. President,8/24/19,8/26/19,"",false,,false,false,8/27/19 12:04,,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/,primary,DEM,Bennet,Michael F. Bennet,0.0
101760,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1194,rv,rv-r,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,,https://scottrasmussen.com/crosstabs-aug-23-26-19-4/,primary,REP,Trump,Donald Trump,76.0
101760,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1194,rv,rv-r,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,,https://scottrasmussen.com/crosstabs-aug-23-26-19-4/,primary,REP,Walsh,Joe Walsh,5.0
101760,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1194,rv,rv-r,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,,https://scottrasmussen.com/crosstabs-aug-23-26-19-4/,primary,REP,Weld,William F. Weld,3.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Biden,Joseph R. Biden Jr.,31.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Sanders,Bernard Sanders,16.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Warren,Elizabeth Warren,10.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Harris,Kamala D. Harris,5.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Buttigieg,Pete Buttigieg,4.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,O'Rourke,Beto O'Rourke,3.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Booker,Cory A. Booker,3.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Castro,Julián Castro,2.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Klobuchar,Amy Klobuchar,1.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Gillibrand,Kirsten E. Gillibrand,1.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Delaney,John K. Delaney,1.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Gabbard,Tulsi Gabbard,1.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Williamson,Marianne Williamson,0.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Yang,Andrew Yang,3.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Messam,Wayne Messam,1.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Moulton,Seth Moulton,0.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Ryan,Tim Ryan,1.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Bennet,Michael F. Bennet,1.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Bullock,Steve Bullock,1.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,de Blasio,Bill de Blasio,1.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Sestak,Joe Sestak,0.0
101761,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,1341,rv,rv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/26/19 17:57,HarrisX/SR Democrat RV,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Steyer,Tom Steyer,1.0
101809,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,786,lv,lv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/27/19 07:55,"HarrisX/SR Democrat LV, definite voter",https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Biden,Joseph R. Biden Jr.,36.0
101809,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,786,lv,lv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/27/19 07:55,"HarrisX/SR Democrat LV, definite voter",https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Sanders,Bernard Sanders,14.0
101809,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,786,lv,lv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/27/19 07:55,"HarrisX/SR Democrat LV, definite voter",https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Warren,Elizabeth Warren,14.0
101809,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,786,lv,lv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/27/19 07:55,"HarrisX/SR Democrat LV, definite voter",https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Harris,Kamala D. Harris,6.0
101809,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,786,lv,lv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/27/19 07:55,"HarrisX/SR Democrat LV, definite voter",https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Buttigieg,Pete Buttigieg,5.0
101809,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,786,lv,lv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/27/19 07:55,"HarrisX/SR Democrat LV, definite voter",https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,O'Rourke,Beto O'Rourke,3.0
101809,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,786,lv,lv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/27/19 07:55,"HarrisX/SR Democrat LV, definite voter",https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Booker,Cory A. Booker,3.0
101809,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,786,lv,lv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/27/19 07:55,"HarrisX/SR Democrat LV, definite voter",https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Castro,Julián Castro,1.0
101809,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,786,lv,lv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/27/19 07:55,"HarrisX/SR Democrat LV, definite voter",https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Klobuchar,Amy Klobuchar,1.0
101809,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,786,lv,lv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/27/19 07:55,"HarrisX/SR Democrat LV, definite voter",https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Gillibrand,Kirsten E. Gillibrand,1.0
101809,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,786,lv,lv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/27/19 07:55,"HarrisX/SR Democrat LV, definite voter",https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Delaney,John K. Delaney,1.0
101809,59431,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133,Harris Interactive,C+,786,lv,lv-d,Online,U.S. President,8/23/19,8/26/19,"",false,,true,false,8/27/19 07:55,"HarrisX/SR Democrat LV, definite voter",https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0,primary,DEM,Gabbard,Tulsi Gabbard,1.0
